,PDBname,affinity
10970,2z5o,6
10971,2z97,6
10972,3aig,6
10973,3ary,6
10974,3arz,6
10975,3az8,6
10976,3bze,6
10977,3ddg,6
10978,3dxm,6
10979,3f69,6
10980,3haw,6
10981,3l4w,6
10982,3met,6
10983,3nex,6
10984,3nyn,6
10985,3qnj,6
10986,3udq,6
10987,3uh2,6
10988,3uil,6
10989,3zha,6
10990,3zo1,6
10991,4a0j,6
10992,4awi,6
10993,4bb9,6
10994,4bpj,6
10995,4d2t,6
10996,4ezw,6
10997,4fvq,6
10998,4fvr,6
10999,4g2y,6
11000,4ivt,6
11001,4jql,6
11002,4jv7,6
11003,4kwg,6
11004,4l3o,6
11005,4l7l,6
11006,4o72,6
11007,4p3h,6
11008,4pmt,6
11009,4pzx,6
11010,4qwf,6
11011,4qxr,6
11012,4rao,6
11013,4rr6,6
11014,4rs0,6
11015,4u2w,6
11016,4wyy,6
11017,4x8g,6
11018,4zz3,6
11019,5dht,6
11020,5ekj,6
11021,5eyz,6
11022,5f0f,6
11023,5f1r,6
11024,5inh,6
11025,5j82,6
11026,5k09,6
11027,5k7h,6
11028,5kcb,6
11029,5olk,6
11030,5u4c,6
11031,5v4b,6
11032,5vd1,6
11033,6afk,6
11034,6bqj,6
11035,6cgt,6
11036,6dl9,6
11037,6.00E+99,6
11038,6f90,6
11039,6gvg,6
11040,6hrw,6
11041,6hvt,6
11042,6q6y,6
11043,6uyx,6
11044,1dpu,6
11045,1fpy,6
11046,1gt1,6
11047,1hn2,6
11048,1tsm,6
11049,2izl,6
11050,3az9,6
11051,3ucj,6
11052,4nrt,6
11053,6bg5,6
11054,1kl5,5.99
11055,2xv1,5.99
11056,3.00E+12,5.99
11057,3huc,5.99
11058,3t3e,5.99
11059,4az5,5.99
11060,4ch2,5.99
11061,4ch8,5.99
11062,5n55,5.99
11063,5xgh,5.99
11064,6c0u,5.99
11065,6njj,5.99
11066,1uwu,5.98
11067,2df6,5.98
11068,3ezv,5.98
11069,3rl8,5.98
11070,4g69,5.98
11071,5drc,5.98
11072,5xwr,5.98
11073,5xyf,5.98
11074,1uwt,5.97
11075,1x7e,5.97
11076,2hug,5.97
11077,2m0v,5.97
11078,4fm8,5.97
11079,4nkt,5.97
11080,4qtd,5.97
11081,4qwg,5.97
11082,4tjz,5.97
11083,4wy6,5.97
11084,4xub,5.97
11085,4zyu,5.97
11086,5ald,5.97
11087,5n4t,5.97
11088,5vse,5.97
11089,6f09,5.97
11090,6fv1,5.97
11091,6hgz,5.97
11092,4yx4,5.97
11093,1b9j,5.96
11094,1d6w,5.96
11095,1nl9,5.96
11096,1o36,5.96
11097,1p05,5.96
11098,1q8u,5.96
11099,1t7r,5.96
11100,2e9c,5.96
11101,2fhy,5.96
11102,2j79,5.96
11103,2joa,5.96
11104,2mow,5.96
11105,2o3p,5.96
11106,2o7v,5.96
11107,2peh,5.96
11108,2q92,5.96
11109,2xaq,5.96
11110,2xht,5.96
11111,2ykb,5.96
11112,2yke,5.96
11113,3btl,5.96
11114,3cfs,5.96
11115,3fxw,5.96
11116,3g3m,5.96
11117,3lpr,5.96
11118,3mp6,5.96
11119,3rw9,5.96
11120,3sad,5.96
11121,3wns,5.96
11122,3wz6,5.96
11123,3zm4,5.96
11124,4awg,5.96
11125,4bqy,5.96
11126,4cki,5.96
11127,4crj,5.96
11128,4d4d,5.96
11129,4de1,5.96
11130,4feq,5.96
11131,4hkn,5.96
11132,4hlh,5.96
11133,4hlk,5.96
11134,4j5d,5.96
11135,4msc,5.96
11136,4n1b,5.96
11137,4p0w,5.96
11138,4urk,5.96
11139,4uxh,5.96
11140,4w9i,5.96
11141,4xuc,5.96
11142,4yjl,5.96
11143,4yvc,5.96
11144,4zw8,5.96
11145,5d1u,5.96
11146,5em8,5.96
11147,5h08,5.96
11148,5hh4,5.96
11149,5hja,5.96
11150,5ho8,5.96
11151,5hv0,5.96
11152,5joh,5.96
11153,5jv0,5.96
11154,5jzn,5.96
11155,5k0c,5.96
11156,5k8o,5.96
11157,5n21,5.96
11158,5od1,5.96
11159,5ovc,5.96
11160,5pzm,5.96
11161,5t6g,5.96
11162,5ttw,5.96
11163,5u1q,5.96
11164,5umx,5.96
11165,5uw5,5.96
11166,5vcw,5.96
11167,5zob,5.96
11168,6au9,5.96
11169,6b5i,5.96
11170,6bu0,5.96
11171,6d4r,5.96
11172,6htc,5.96
11173,6m88,5.96
11174,6n82,5.96
11175,6o7g,5.96
11176,6eqp,5.96
11177,2weh,5.95
11178,3zmi,5.95
11179,3zot,5.95
11180,4rhy,5.95
11181,5a6k,5.95
11182,5ale,5.95
11183,5bpe,5.95
11184,5ekh,5.95
11185,5mgi,5.95
11186,6epa,5.95
11187,6fmn,5.95
11188,6fz4,5.95
11189,6mbo,5.95
11190,6mbp,5.95
11191,6p12,5.95
11192,1kv1,5.94
11193,2c4g,5.94
11194,2p99,5.94
11195,2woa,5.94
11196,3lmk,5.94
11197,3lnk,5.94
11198,3nef,5.94
11199,3neg,5.94
11200,4mr3,5.94
11201,4mr4,5.94
11202,4ra1,5.94
11203,5y13,5.94
11204,6rvl,5.94
11205,4qh7,5.94
11206,5gsw,5.94
11207,1fv0,5.93
11208,2hny,5.93
11209,2xno,5.93
11210,3ft4,5.93
11211,3pm1,5.93
11212,4i6b,5.93
11213,4op2,5.93
11214,4qwr,5.93
11215,6ej3,5.93
11216,1a4h,5.92
11217,1a4w,5.92
11218,1jao,5.92
11219,1kyv,5.92
11220,1ndv,5.92
11221,1o0h,5.92
11222,1oay,5.92
11223,1ok7,5.92
11224,1pph,5.92
11225,1qf2,5.92
11226,1qka,5.92
11227,1qwe,5.92
11228,1ule,5.92
11229,1vgc,5.92
11230,1yds,5.92
11231,1yet,5.92
11232,1yms,5.92
11233,2ans,5.92
11234,2g83,5.92
11235,2g9v,5.92
11236,2pmk,5.92
11237,2q96,5.92
11238,2zyn,5.92
11239,3hyf,5.92
11240,3jq7,5.92
11241,3kgu,5.92
11242,3n5u,5.92
11243,3neo,5.92
11244,3qo9,5.92
11245,3r0h,5.92
11246,3r4m,5.92
11247,3tkz,5.92
11248,3zki,5.92
11249,3zv7,5.92
11250,3zvt,5.92
11251,4dgm,5.92
11252,4dlj,5.92
11253,4gja,5.92
11254,4h1j,5.92
11255,4hz5,5.92
11256,4kyh,5.92
11257,4l3p,5.92
11258,4lkk,5.92
11259,4mdq,5.92
11260,4ot6,5.92
11261,4p0v,5.92
11262,4p0x,5.92
11263,4pz8,5.92
11264,4qye,5.92
11265,4rdn,5.92
11266,4rme,5.92
11267,4u0f,5.92
11268,4uvu,5.92
11269,4ux6,5.92
11270,4y5d,5.92
11271,4ztl,5.92
11272,5afx,5.92
11273,5ax3,5.92
11274,5cuq,5.92
11275,5dxg,5.92
11276,5eq0,5.92
11277,5fb1,5.92
11278,5fh6,5.92
11279,5h63,5.92
11280,5i12,5.92
11281,5ivc,5.92
11282,5lsx,5.92
11283,5lto,5.92
11284,5owh,5.92
11285,5owl,5.92
11286,5svz,5.92
11287,5trj,5.92
11288,5u2j,5.92
11289,5vqr,5.92
11290,5zfi,5.92
11291,6c67,5.92
11292,6eux,5.92
11293,6gw4,5.92
11294,6mh1,5.92
11295,6n48,5.92
11296,6pit,5.92
11297,6r8w,5.92
11298,1aj6,5.92
11299,2iwu,5.92
11300,2xn3,5.92
11301,3vqh,5.92
11302,1ugx,5.91
11303,2c0o,5.91
11304,2g01,5.91
11305,2pv2,5.91
11306,3ebp,5.91
11307,3jzk,5.91
11308,4csd,5.91
11309,4mwe,5.91
11310,4rxh,5.91
11311,5cp5,5.91
11312,5e8z,5.91
11313,5ets,5.91
11314,5wzw,5.91
11315,6bt6,5.91
11316,6ey9,5.91
11317,1v2n,5.9
11318,2weq,5.9
11319,3old,5.9
11320,3wti,5.9
11321,4azp,5.9
11322,4bw1,5.9
11323,4kne,5.9
11324,4lkt,5.9
11325,4qxj,5.9
11326,5a5r,5.9
11327,5a5s,5.9
11328,5c1y,5.9
11329,5fhn,5.9
11330,5jha,5.9
11331,5lvl,5.9
11332,5ugm,5.9
11333,6a80,5.9
11334,6f7c,5.9
11335,6hu2,5.9
11336,6md0,5.9
11337,2ew5,5.9
11338,1b3l,5.89
11339,1dzj,5.89
11340,1e1x,5.89
11341,1ett,5.89
11342,1fpi,5.89
11343,1y8o,5.89
11344,1ydk,5.89
11345,2brm,5.89
11346,2e9d,5.89
11347,2j9a,5.89
11348,2jbl,5.89
11349,2mpm,5.89
11350,2ooh,5.89
11351,2ph9,5.89
11352,2qlb,5.89
11353,2tmn,5.89
11354,2viq,5.89
11355,2xas,5.89
11356,2y8i,5.89
11357,3bg8,5.89
11358,3bu6,5.89
11359,3e0q,5.89
11360,3eeb,5.89
11361,3f9n,5.89
11362,3fci,5.89
11363,3ghe,5.89
11364,3h1x,5.89
11365,3m54,5.89
11366,3qgw,5.89
11367,3u9c,5.89
11368,3uev,5.89
11369,3wgw,5.89
11370,3wzu,5.89
11371,4a23,5.89
11372,4arb,5.89
11373,4b71,5.89
11374,4.00E+28,5.89
11375,4gpl,5.89
11376,4hva,5.89
11377,4iu0,5.89
11378,4p6e,5.89
11379,4q3q,5.89
11380,4qmu,5.89
11381,4tkn,5.89
11382,4uat,5.89
11383,4uau,5.89
11384,4x3s,5.89
11385,4xyn,5.89
11386,5a4t,5.89
11387,5d3s,5.89
11388,5fsy,5.89
11389,5fyq,5.89
11390,5l4f,5.89
11391,5ngt,5.89
11392,5nps,5.89
11393,5oxg,5.89
11394,5t5g,5.89
11395,5t8p,5.89
11396,5u5h,5.89
11397,5u62,5.89
11398,5vb9,5.89
11399,5wa4,5.89
11400,5yic,5.89
11401,5z68,5.89
11402,6dpx,5.89
11403,6eq2,5.89
11404,6g3y,5.89
11405,6hx8,5.89
11406,6mnf,5.89
11407,6peu,5.89
11408,6q5b,5.89
11409,6q9u,5.89
11410,2eg7,5.89
11411,2oqs,5.89
11412,2y3p,5.89
11413,4de0,5.89
11414,4wk1,5.89
11415,5yvx,5.89
11416,3bim,5.88
11417,3kjq,5.88
11418,4cfl,5.88
11419,4pgc,5.88
11420,4zei,5.88
11421,5am0,5.88
11422,5cyi,5.88
11423,5h09,5.88
11424,5ut0,5.88
11425,6fmc,5.88
11426,6fmf,5.88
11427,6iyv,5.88
11428,6rw1,5.88
11429,1u6q,5.88
11430,3zlk,5.88
11431,2cm8,5.87
11432,2uzv,5.87
11433,3tcg,5.87
11434,4mwc,5.87
11435,5eh5,5.87
11436,5lif,5.87
11437,5lo5,5.87
11438,5za7,5.87
11439,4xkc,5.87
11440,1kl3,5.86
11441,2v6n,5.86
11442,3lpu,5.86
11443,3r6t,5.86
11444,3vf3,5.86
11445,4ajw,5.86
11446,4azc,5.86
11447,4jn4,5.86
11448,4jne,5.86
11449,4mga,5.86
11450,4xya,5.86
11451,6qfh,5.86
11452,5akj,5.86
11453,5wmt,5.86
11454,1abt,5.85
11455,1bdl,5.85
11456,1juf,5.85
11457,1ny0,5.85
11458,1o2u,5.85
11459,1o2v,5.85
11460,1o2w,5.85
11461,1o2x,5.85
11462,1o2y,5.85
11463,1ogz,5.85
11464,1q54,5.85
11465,1qbn,5.85
11466,1tqf,5.85
11467,1u1w,5.85
11468,1utz,5.85
11469,1yw7,5.85
11470,2bro,5.85
11471,2e5y,5.85
11472,2g19,5.85
11473,2liq,5.85
11474,2lnw,5.85
11475,2oc7,5.85
11476,2pu1,5.85
11477,2r3t,5.85
11478,2vmf,5.85
11479,2z94,5.85
11480,3ax5,5.85
11481,3d28,5.85
11482,3dp0,5.85
11483,3duy,5.85
11484,3e5u,5.85
11485,3ehy,5.85
11486,3fxb,5.85
11487,3r9n,5.85
11488,4b6r,5.85
11489,4bis,5.85
11490,4des,5.85
11491,4ehm,5.85
11492,4gsc,5.85
11493,4j59,5.85
11494,4jv8,5.85
11495,4msu,5.85
11496,4nak,5.85
11497,4pnm,5.85
11498,4qdk,5.85
11499,4qr3,5.85
11500,4qw6,5.85
11501,4w50,5.85
11502,4z2l,5.85
11503,5a2j,5.85
11504,5c0m,5.85
11505,5d4a,5.85
11506,5egu,5.85
11507,5eng,5.85
11508,5hj9,5.85
11509,5j4v,5.85
11510,5j9k,5.85
11511,5jf8,5.85
11512,5knr,5.85
11513,5kv9,5.85
11514,5lso,5.85
11515,5mql,5.85
11516,5ndf,5.85
11517,5oq8,5.85
11518,5q0z,5.85
11519,5wf3,5.85
11520,5y48,5.85
11521,6bfe,5.85
11522,6bqa,5.85
11523,6d18,5.85
11524,6few,5.85
11525,6fil,5.85
11526,6h8c,5.85
11527,6pvv,5.85
11528,1k4g,5.85
11529,1q63,5.85
11530,4rww,5.85
11531,5mme,5.85
11532,3sm1,5.84
11533,4bzn,5.84
11534,4km2,5.84
11535,4oex,5.84
11536,5dw2,5.84
11537,5kk8,5.84
11538,5tdb,5.84
11539,6bm5,5.84
11540,6g8n,5.84
11541,6k4r,5.84
11542,6s1s,5.84
11543,3buw,5.83
11544,4do5,5.83
11545,4edy,5.83
11546,5ku9,5.83
11547,5wbq,5.83
11548,5x5g,5.83
11549,6hb5,5.83
11550,11gs,5.82
11551,1apb,5.82
11552,1bbz,5.82
11553,1hdq,5.82
11554,1kav,5.82
11555,1ktt,5.82
11556,1lqe,5.82
11557,1ntv,5.82
11558,1qm5,5.82
11559,1rri,5.82
11560,1urg,5.82
11561,1vwn,5.82
11562,1zyj,5.82
11563,2g6q,5.82
11564,2llo,5.82
11565,2llq,5.82
11566,2nn1,5.82
11567,2nq6,5.82
11568,2xez,5.82
11569,2xk7,5.82
11570,2y8l,5.82
11571,2y8q,5.82
11572,2ym4,5.82
11573,3b7i,5.82
11574,3bet,5.82
11575,3doy,5.82
11576,3dp2,5.82
11577,3dp3,5.82
11578,3e1r,5.82
11579,3fzs,5.82
11580,3gss,5.82
11581,3h6z,5.82
11582,3ind,5.82
11583,3iue,5.82
11584,3nzw,5.82
11585,3owk,5.82
11586,3qqa,5.82
11587,3qqs,5.82
11588,3wz8,5.82
11589,4a9n,5.82
11590,4dld,5.82
11591,4e9u,5.82
11592,4imq,5.82
11593,4k9g,5.82
11594,4lj8,5.82
11595,4mcb,5.82
11596,4p5d,5.82
11597,4pnt,5.82
11598,4r4o,5.82
11599,4rn2,5.82
11600,4rqk,5.82
11601,4u0u,5.82
11602,4xs2,5.82
11603,4ycv,5.82
11604,4z84,5.82
11605,4zec,5.82
11606,5d2r,5.82
11607,5eeq,5.82
11608,5etk,5.82
11609,5gg4,5.82
11610,5il1,5.82
11611,5im3,5.82
11612,5jlz,5.82
11613,5t1m,5.82
11614,5tbj,5.82
11615,5tg1,5.82
11616,5w5j,5.82
11617,5yof,5.82
11618,6bs3,5.82
11619,6c7b,5.82
11620,6ced,5.82
11621,6cms,5.82
11622,6ftp,5.82
11623,6i14,5.82
11624,6oah,5.82
11625,6rml,5.82
11626,6szj,5.82
11627,1ols,5.82
11628,2vtr,5.82
11629,4yax,5.82
11630,5a3w,5.82
11631,5tb6,5.82
11632,1h8s,5.81
11633,1lkl,5.81
11634,2zju,5.81
11635,3ual,5.81
11636,4z5w,5.81
11637,6ey8,5.81
11638,6gu7,5.81
11639,6n3w,5.81
11640,2wi4,5.81
11641,1a8t,5.8
11642,1c3i,5.8
11643,1dub,5.8
11644,1g3c,5.8
11645,1ggd,5.8
11646,1jlx,5.8
11647,1jvp,5.8
11648,1kpm,5.8
11649,1njb,5.8
11650,1ppm,5.8
11651,1wug,5.8
11652,2i40,5.8
11653,2q88,5.8
11654,2q95,5.8
11655,2xk6,5.8
11656,3bl2,5.8
11657,3.00E+63,5.8
11658,3fyz,5.8
11659,3iaw,5.8
11660,3il5,5.8
11661,3k16,5.8
11662,3mbz,5.8
11663,3v31,5.8
11664,4acf,5.8
11665,4ezx,5.8
11666,4f6v,5.8
11667,4g8v,5.8
11668,4int,5.8
11669,4k3p,5.8
11670,4mzj,5.8
11671,4oyb,5.8
11672,4rhx,5.8
11673,4wph,5.8
11674,4ymq,5.8
11675,4ysl,5.8
11676,5auy,5.8
11677,5e0g,5.8
11678,5esq,5.8
11679,5eta,5.8
11680,5ez0,5.8
11681,5gx6,5.8
11682,5h15,5.8
11683,5iay,5.8
11684,5lrq,5.8
11685,5m9d,5.8
11686,5oei,5.8
11687,5owf,5.8
11688,5t23,5.8
11689,5t6f,5.8
11690,5un1,5.8
11691,5uwi,5.8
11692,5uwp,5.8
11693,5v40,5.8
11694,5w3i,5.8
11695,6bib,5.8
11696,6dko,5.8
11697,6dxl,5.8
11698,6eog,5.8
11699,6gu2,5.8
11700,6mnc,5.8
11701,6skd,5.8
11702,1hmt,5.79
11703,2qe5,5.79
11704,2y5h,5.79
11705,4bqt,5.79
11706,4q4q,5.79
11707,5e2q,5.79
11708,5mo8,5.79
11709,5n31,5.79
11710,6ipj,5.79
11711,1y57,5.79
11712,2x7s,5.78
11713,3dpd,5.78
11714,3r5n,5.78
11715,3sjo,5.78
11716,4ght,5.78
11717,4l4v,5.78
11718,4mw6,5.78
11719,4z2k,5.78
11720,5dda,5.78
11721,5ha9,5.78
11722,5k0t,5.78
11723,6ajg,5.78
11724,1ddm,5.77
11725,1jj9,5.77
11726,1jmf,5.77
11727,1kds,5.77
11728,1o5b,5.77
11729,1q66,5.77
11730,1ur9,5.77
11731,1xh8,5.77
11732,1y3w,5.77
11733,2boj,5.77
11734,2gg0,5.77
11735,2h44,5.77
11736,2pg2,5.77
11737,2psx,5.77
11738,2vcg,5.77
11739,2xp7,5.77
11740,2ynr,5.77
11741,3cs8,5.77
11742,3cso,5.77
11743,3d1e,5.77
11744,3eg6,5.77
11745,3k00,5.77
11746,3k8d,5.77
11747,3njy,5.77
11748,3plu,5.77
11749,3qfv,5.77
11750,3qxc,5.77
11751,3rm4,5.77
11752,3rum,5.77
11753,4fxq,5.77
11754,4j45,5.77
11755,4lbo,5.77
11756,4mbf,5.77
11757,4oaz,5.77
11758,4py4,5.77
11759,4q9o,5.77
11760,4qwj,5.77
11761,4u03,5.77
11762,4u0m,5.77
11763,4u0n,5.77
11764,4um1,5.77
11765,4yuw,5.77
11766,4z0f,5.77
11767,4zdu,5.77
11768,5f37,5.77
11769,5fsn,5.77
11770,5gwa,5.77
11771,5id0,5.77
11772,5jas,5.77
11773,5mwg,5.77
11774,5nw7,5.77
11775,5td7,5.77
11776,5xaf,5.77
11777,5za2,5.77
11778,5zym,5.77
11779,6eij,5.77
11780,6hjj,5.77
11781,5d1t,5.77
11782,1p1o,5.76
11783,1rhm,5.76
11784,2cmc,5.76
11785,2gg7,5.76
11786,3asl,5.76
11787,3rz3,5.76
11788,4a95,5.76
11789,4mnw,5.76
11790,4nwc,5.76
11791,4oee,5.76
11792,5ih2,5.76
11793,5y5n,5.76
11794,6jav,5.76
11795,6r4v,5.76
11796,2qta,5.76
11797,2ya8,5.75
11798,3btc,5.75
11799,3pa8,5.75
11800,4iku,5.75
11801,4mn3,5.75
11802,4uva,5.75
11803,5c1x,5.75
11804,5nmg,5.75
11805,5ntt,5.75
11806,5zdb,5.75
11807,5zdc,5.75
11808,5zdd,5.75
11809,5zde,5.75
11810,6aeh,5.75
11811,6e6m,5.75
11812,4b4q,5.75
11813,4dcd,5.75
11814,1bkm,5.74
11815,1dmb,5.74
11816,1h25,5.74
11817,1o32,5.74
11818,1o33,5.74
11819,1o34,5.74
11820,1o5e,5.74
11821,1qy2,5.74
11822,1t7f,5.74
11823,1zdp,5.74
11824,1zyr,5.74
11825,2b1v,5.74
11826,2c68,5.74
11827,2flb,5.74
11828,2las,5.74
11829,2pgz,5.74
11830,2pqc,5.74
11831,2viy,5.74
11832,2xk1,5.74
11833,2zvj,5.74
11834,3bzi,5.74
11835,3g9n,5.74
11836,3gpe,5.74
11837,3ivx,5.74
11838,3jyj,5.74
11839,3kr1,5.74
11840,3o0e,5.74
11841,3o1d,5.74
11842,3o1e,5.74
11843,3qw7,5.74
11844,3ut5,5.74
11845,3v7c,5.74
11846,3wz7,5.74
11847,4d1d,5.74
11848,4d8n,5.74
11849,4dk8,5.74
11850,4dwb,5.74
11851,4f70,5.74
11852,4gao,5.74
11853,4gz3,5.74
11854,4ibm,5.74
11855,4j3i,5.74
11856,4jv9,5.74
11857,4knr,5.74
11858,4mp7,5.74
11859,4o2a,5.74
11860,4o2b,5.74
11861,4p4d,5.74
11862,4qq4,5.74
11863,4rxa,5.74
11864,4tkh,5.74
11865,4yog,5.74
11866,4zsp,5.74
11867,5am5,5.74
11868,5dlz,5.74
11869,5duf,5.74
11870,5eis,5.74
11871,5epk,5.74
11872,5fos,5.74
11873,5h5q,5.74
11874,5hf1,5.74
11875,5ieg,5.74
11876,5itf,5.74
11877,5mwh,5.74
11878,5n8t,5.74
11879,5ni0,5.74
11880,5om7,5.74
11881,5ota,5.74
11882,5sve,5.74
11883,5tzd,5.74
11884,5u4b,5.74
11885,5vqt,5.74
11886,5vsk,5.74
11887,5wg8,5.74
11888,5xxf,5.74
11889,5yjf,5.74
11890,6boy,5.74
11891,6cjw,5.74
11892,6ev0,5.74
11893,6gu6,5.74
11894,6mh7,5.74
11895,6ncp,5.74
11896,1g3b,5.74
11897,2ph8,5.74
11898,3d1f,5.74
11899,3gy2,5.74
11900,3pb7,5.74
11901,5cbr,5.74
11902,3bqc,5.73
11903,3m3z,5.73
11904,4i60,5.73
11905,4j44,5.73
11906,4xuh,5.73
11907,5q0y,5.73
11908,2z4z,5.73
11909,1cka,5.72
11910,1guw,5.72
11911,1obx,5.72
11912,2qg0,5.72
11913,2v25,5.72
11914,2vtj,5.72
11915,3b1u,5.72
11916,3c4f,5.72
11917,3jvr,5.72
11918,3k3i,5.72
11919,3mks,5.72
11920,3shc,5.72
11921,3tku,5.72
11922,3tne,5.72
11923,4a6v,5.72
11924,4a6w,5.72
11925,4abk,5.72
11926,4awm,5.72
11927,4br3,5.72
11928,4dkp,5.72
11929,4dn0,5.72
11930,4h3c,5.72
11931,4hbx,5.72
11932,4hfz,5.72
11933,4i9o,5.72
11934,4iut,5.72
11935,4iuv,5.72
11936,4nhx,5.72
11937,4obz,5.72
11938,4rvt,5.72
11939,4u82,5.72
11940,4zw6,5.72
11941,5b5o,5.72
11942,5du8,5.72
11943,5ekn,5.72
11944,5hfc,5.72
11945,5lx6,5.72
11946,5mtw,5.72
11947,5mwd,5.72
11948,5mxq,5.72
11949,5t2p,5.72
11950,5wle,5.72
11951,5y9l,5.72
11952,6cdg,5.72
11953,6eyt,5.72
11954,6hol,5.72
11955,6uyy,5.72
11956,2hob,5.72
11957,1n7m,5.71
11958,2oz2,5.71
11959,2uz9,5.71
11960,3bt9,5.71
11961,3hj0,5.71
11962,3lf0,5.71
11963,3t3h,5.71
11964,3wvm,5.71
11965,4mny,5.71
11966,4wvu,5.71
11967,4yqv,5.71
11968,6avi,5.71
11969,6ipi,5.71
11970,6q60,5.71
11971,1a46,5.7
11972,1a99,5.7
11973,1bt6,5.7
11974,1dkd,5.7
11975,1egh,5.7
11976,1g4k,5.7
11977,1g98,5.7
11978,1g9r,5.7
11979,1i32,5.7
11980,1i48,5.7
11981,1jsv,5.7
11982,1n1m,5.7
11983,1o4b,5.7
11984,1pgp,5.7
11985,1y2d,5.7
11986,2a14,5.7
11987,2adm,5.7
11988,2avm,5.7
11989,2bgn,5.7
11990,2bw7,5.7
11991,2ccs,5.7
11992,2f2h,5.7
11993,2gpp,5.7
11994,2h3e,5.7
11995,2hwh,5.7
11996,2i4p,5.7
11997,2i4z,5.7
11998,2o3z,5.7
11999,2oi9,5.7
12000,2x7c,5.7
12001,2xpb,5.7
12002,2ya6,5.7
12003,2zbk,5.7
12004,3b0w,5.7
12005,3bar,5.7
12006,3c4h,5.7
12007,3d4y,5.7
12008,3dkj,5.7
12009,3doz,5.7
12010,3ds1,5.7
12011,3eks,5.7
12012,3fhb,5.7
12013,3g0c,5.7
12014,3kku,5.7
12015,3n5h,5.7
12016,3pxe,5.7
12017,3s9i,5.7
12018,3srg,5.7
12019,3udy,5.7
12020,4aa7,5.7
12021,4b13,5.7
12022,4bs0,5.7
12023,4d1c,5.7
12024,4f39,5.7
12025,4hnn,5.7
12026,4i7b,5.7
12027,4j28,5.7
12028,4j8s,5.7
12029,4l2l,5.7
12030,4pio,5.7
12031,4pzv,5.7
12032,4qxq,5.7
12033,4tky,5.7
12034,4yk6,5.7
12035,4ysi,5.7
12036,4z0u,5.7
12037,4zyr,5.7
12038,5adq,5.7
12039,5ajz,5.7
12040,5dlx,5.7
12041,5elq,5.7
12042,5jar,5.7
12043,5jq8,5.7
12044,5k1v,5.7
12045,5lz4,5.7
12046,5m3a,5.7
12047,5mky,5.7
12048,5mqt,5.7
12049,5mro,5.7
12050,5uwj,5.7
12051,5vqs,5.7
12052,5vqw,5.7
12053,5wei,5.7
12054,5z1r,5.7
12055,5zdf,5.7
12056,6bs5,5.7
12057,6d4u,5.7
12058,6f9g,5.7
12059,6h9b,5.7
12060,6hd6,5.7
12061,6jay,5.7
12062,6mim,5.7
12063,7gch,5.7
12064,9lpr,5.7
12065,1xt3,5.7
12066,2x7x,5.7
12067,3acx,5.7
12068,5dhq,5.7
12069,6eip,5.7
12070,3sji,5.69
12071,3uvl,5.69
12072,5ans,5.69
12073,6bdy,5.69
12074,6h4q,5.69
12075,6jn4,5.69
12076,6qff,5.69
12077,1e8h,5.68
12078,1gnn,5.68
12079,1nhx,5.68
12080,1ow4,5.68
12081,1oxn,5.68
12082,1pwu,5.68
12083,1tve,5.68
12084,2an5,5.68
12085,2c92,5.68
12086,2cbu,5.68
12087,2k0x,5.68
12088,2q8z,5.68
12089,2uyq,5.68
12090,2v0c,5.68
12091,2vr4,5.68
12092,2xk3,5.68
12093,3al3,5.68
12094,3b5j,5.68
12095,3ha6,5.68
12096,3oil,5.68
12097,3sou,5.68
12098,3u0p,5.68
12099,3vi5,5.68
12100,4c52,5.68
12101,4cxx,5.68
12102,4d2p,5.68
12103,4det,5.68
12104,4jfj,5.68
12105,4l4z,5.68
12106,4mg9,5.68
12107,4mm9,5.68
12108,4q9y,5.68
12109,4wku,5.68
12110,4ycw,5.68
12111,5hjb,5.68
12112,5n18,5.68
12113,5o2d,5.68
12114,5o3q,5.68
12115,6bt0,5.68
12116,6dha,5.68
12117,6esj,5.68
12118,6s9b,5.68
12119,2vpg,5.68
12120,2bb7,5.67
12121,2h15,5.67
12122,2lko,5.67
12123,2pqz,5.67
12124,2qwf,5.67
12125,3tdu,5.67
12126,3zmp,5.67
12127,5ads,5.67
12128,5ouh,5.67
12129,6f28,5.67
12130,6gon,5.67
12131,6goo,5.67
12132,6hm4,5.67
12133,4u7t,5.67
12134,1n5r,5.66
12135,1nhu,5.66
12136,1nhv,5.66
12137,1o43,5.66
12138,1pxk,5.66
12139,2aie,5.66
12140,2aod,5.66
12141,2azm,5.66
12142,2erz,5.66
12143,2f4j,5.66
12144,2nxd,5.66
12145,2op9,5.66
12146,2r3c,5.66
12147,2x97,5.66
12148,2z5s,5.66
12149,3b1t,5.66
12150,3ery,5.66
12151,3g2w,5.66
12152,3iuc,5.66
12153,3mke,5.66
12154,3oxi,5.66
12155,3p4f,5.66
12156,3sh0,5.66
12157,3t6r,5.66
12158,3td4,5.66
12159,3zi8,5.66
12160,4gs9,5.66
12161,4hxl,5.66
12162,4jls,5.66
12163,4l70,5.66
12164,4l7u,5.66
12165,4n7g,5.66
12166,4pr5,5.66
12167,4pra,5.66
12168,4prn,5.66
12169,4prp,5.66
12170,4yo6,5.66
12171,4zek,5.66
12172,5d6y,5.66
12173,5dhf,5.66
12174,5g5z,5.66
12175,5hey,5.66
12176,5m4k,5.66
12177,5ov9,5.66
12178,5t2y,5.66
12179,5tcc,5.66
12180,6cjv,5.66
12181,6e2m,5.66
